City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,homer,59.6425,-151.5483,40.8,78,100,8.99,US,1698498194
283,colonia,50.9333,6.95,60.96,67,75,14.97,DE,1698498181
284,tolanaro,-25.0319,46.9987,78.22,73,2,19.93,MG,1698498195
285,urzhar,47.093,81.6294,41.22,73,100,7.38,KZ,1698498068
286,ilam,26.9167,87.9167,61.56,86,28,2.93,NP,1698498197
287,vyborg,60.7076,28.7528,32.61,81,91,8.59,RU,1698498198
288,brisas de zicatela,15.8369,-97.0419,73.92,73,40,9.22,MX,1698498202
289,cambria,35.5641,-121.0808,57.61,53,0,4.9,US,1698498204
290,baiti,13.745,-14.7482,95.59,39,72,8.9,SN,1698498206
291,road town,18.4167,-64.6167,80.44,83,100,29.1,VG,1698498207
292,harper,4.375,-7.7169,81.91,75,97,8.97,LR,1698498209
293,afif,23.9065,42.9172,85.37,17,69,12.08,SA,1698498210
294,bengkulu,-3.8004,102.2655,76.14,92,83,5.35,ID,1698498211
295,siwa oasis,29.2041,25.5195,87.96,25,7,4.88,EG,1698498212
296,broken hill,-31.95,141.4333,67.71,15,0,6.78,AU,1698498113
297,paka,4.6374,103.4368,80.98,79,71,3.56,MY,1698498214
298,papao,-17.75,-149.55,74.88,78,100,1.54,PF,1698498216
299,akureyri,65.6835,-18.0878,35.1,87,95,3.74,IS,1698498217
300,cova figueira,14.8905,-24.2934,76.96,77,97,17.27,CV,1698498218
301,fraserburgh,57.6874,-2.0184,49.12,84,89,29.95,GB,1698498219
302,houghton,47.1219,-88.569,38.82,78,20,10.36,US,1698498221
303,fang,19.9169,99.2145,71.96,96,100,0.43,TH,1698498222
304,cold lake,54.4502,-110.2017,22.21,66,100,8.03,CA,1698498223
305,lucapa,-8.4192,20.7447,83.62,50,51,2.98,AO,1698498224
306,bayanhongor,46.7167,100.1167,29.82,53,26,3.31,MN,1698498225
307,salahonda,2.1019,-78.7217,75.07,94,100,8.52,CO,1698498226
308,cabedelo,-6.9811,-34.8339,82.74,61,37,17.47,BR,1698498228
309,gering,41.8258,-103.6605,25.81,90,100,11.01,US,1698498229
310,utran,21.2333,72.8667,84.09,58,32,5.75,IN,1698498230
311,kerouane,9.2667,-9.0167,88.45,47,55,4.61,GN,1698498232
312,turiacu,-1.6633,-45.3717,90.93,49,10,9.28,BR,1698498234
313,novaya igirma,57.1334,103.9112,24.01,51,40,9.71,RU,1698498236
314,zag,46.9441,99.165,31.82,49,14,5.19,MN,1698498237
315,itaituba,-4.2761,-55.9836,95.11,33,8,6.24,BR,1698498239
316,berdigestyakh,62.0989,126.6992,29.08,98,100,6.53,RU,1698498240
317,al muwayh,22.4333,41.7583,84.43,29,100,10.69,SA,1698498242
318,tralee,52.2704,-9.7026,55.65,82,75,6.91,IE,1698498244
319,hillsboro,45.5229,-122.9898,38.91,79,0,4.61,US,1698498245
320,hilo,19.7297,-155.09,70.25,92,3,3.0,US,1698498161
321,tofol,5.3248,163.0078,83.26,74,27,10.45,FM,1698498248
322,libertad,8.9442,125.5019,75.54,92,8,2.19,PH,1698498251
323,dunbar,38.3606,-81.7374,68.22,94,75,4.61,US,1698498252
324,bhadrachalam,17.6667,80.8833,76.96,82,71,3.69,IN,1698498254
325,chemin grenier,-20.4872,57.4656,77.54,73,40,7.58,MU,1698498255
326,robore,-18.3333,-59.75,93.65,38,89,16.13,BO,1698498256
327,vakarai,55.6035,23.8213,34.32,78,100,9.22,LT,1698498257
328,mokhsogollokh,61.4681,128.9203,26.22,73,100,6.8,RU,1698498259
329,bodo,67.28,14.405,33.94,95,75,6.91,NO,1698498260
330,ataq,14.5377,46.8319,79.93,44,69,2.46,YE,1698498261
331,hamilton,39.1834,-84.5333,66.83,94,100,18.41,US,1698497981
332,bani walid,31.7566,13.9942,88.05,16,0,3.36,LY,1698498265
333,minas de marcona,-15.2119,-75.1103,58.5,85,96,9.62,PE,1698498266
334,shenjiamen,29.9576,122.298,67.06,61,7,7.9,CN,1698498267
335,pogranichnyy,44.4064,131.3769,36.37,48,7,2.91,RU,1698498268
336,yarkovo,57.4028,67.0786,20.16,92,16,3.6,RU,1698498268
337,nar'yan-mar,67.6713,53.087,10.11,90,59,8.01,RU,1698498270
338,arno,60.1167,18.6333,35.78,63,97,8.59,SE,1698498271
339,yueyang,29.3333,113.0919,67.95,66,97,2.33,CN,1698497989
340,burutu,5.3509,5.5076,86.72,65,52,7.61,NG,1698498272
341,mount pearl,47.5166,-52.7813,48.85,97,100,19.57,CA,1698498273
342,dellys,36.9172,3.9131,72.01,63,3,9.8,DZ,1698498275
343,lobva,59.1854,60.5185,23.09,76,55,4.97,RU,1698498276
344,nemyriv,48.9708,28.8378,58.41,62,74,17.43,UA,1698498277
345,prado,-17.3411,-39.2208,80.42,73,88,5.91,BR,1698498278
346,chiang mai,18.75,99.0,78.87,83,40,3.44,TH,1698498071
347,oranjemund,-28.55,16.4333,63.63,62,0,29.71,NA,1698498069
348,sinan,34.8262,126.1086,63.97,69,37,3.83,KR,1698498283
349,khandyga,62.6667,135.6,5.38,95,96,3.47,RU,1698498284
350,pyt-yakh,60.7499,72.8582,18.66,92,12,1.92,RU,1698498285
351,crane,31.3974,-102.3501,67.69,91,80,12.86,US,1698498286
352,tazacorte,28.629,-17.9293,76.17,80,20,4.61,ES,1698498288
353,tashtagol,52.7657,87.8894,26.53,55,10,1.99,RU,1698498289
354,buala,-8.145,159.5921,79.45,84,84,2.37,SB,1698498290
355,itoman,26.1247,127.6694,73.42,60,20,8.05,JP,1698498072
356,linxia chengguanzhen,35.6003,103.2064,53.71,39,4,1.19,CN,1698498292
357,kangding,30.0513,101.9603,46.53,98,100,1.45,CN,1698498293
358,hammerfest,70.6634,23.6821,32.45,80,100,0.0,NO,1698498294
359,alofi,-19.0595,-169.9187,74.86,66,99,19.06,NU,1698498295
360,la passe,45.5549,-0.8967,64.63,74,100,24.34,FR,1698498296
361,saurimo,-9.6608,20.3916,84.52,42,73,3.83,AO,1698498297
362,rabo de peixe,37.8,-25.5833,65.98,99,75,14.97,PT,1698498298
363,pimentel,-6.8367,-79.9342,71.89,73,75,4.61,PE,1698498299
364,watseka,40.7762,-87.7364,45.21,77,0,9.13,US,1698498300
365,saint-joseph,-21.3667,55.6167,79.18,82,37,9.69,RE,1698498302
366,fort mcmurray,56.7268,-111.381,18.91,93,100,3.44,CA,1698498303
367,mil'kovo,55.6078,37.7956,33.35,98,100,10.96,RU,1698498305
368,kathmandu,27.7167,85.3167,66.42,68,20,6.91,NP,1698498241
369,ust'-ordynskiy,52.805,104.7508,24.33,52,7,4.29,RU,1698498307
370,pacific grove,36.6177,-121.9166,52.43,84,38,3.91,US,1698498309
371,hotan,37.0997,79.9269,64.9,17,100,5.44,CN,1698498310
372,barvinkove,48.9097,37.0205,59.94,55,0,26.51,UA,1698498311
373,mweka,-4.85,21.5667,85.42,59,40,0.67,CD,1698498312
374,lerwick,60.1545,-1.1494,48.2,71,26,20.85,GB,1698498313
375,alice springs,-23.7,133.8833,63.95,10,100,0.0,AU,1698498315
376,odienne,9.51,-7.5692,89.71,45,8,6.44,CI,1698498316
377,aras-asan,8.8908,126.3033,80.38,83,26,4.09,PH,1698498317
378,severobaykal'sk,55.65,109.3167,21.51,51,5,8.37,RU,1698498318
379,guiratinga,-16.3494,-53.7583,91.72,40,86,8.79,BR,1698498320
380,santana,-0.0583,-51.1817,89.78,62,40,10.36,BR,1698498322
381,sao jose da coroa grande,-8.8978,-35.1478,83.07,60,98,12.75,BR,1698498323
382,honiara,-9.4333,159.95,78.15,89,100,4.59,SB,1698498270
383,storozhevaya,43.8789,41.4514,67.24,44,100,6.2,RU,1698498325
384,afaahiti,-17.75,-149.2833,73.27,83,100,6.17,PF,1698498327
385,lata,40.1629,-8.3327,67.08,79,98,12.66,PT,1698498327
386,kodinsk,58.6881,99.1844,26.44,60,100,12.73,RU,1698498329
387,kerikeri,-35.2268,173.9474,55.9,86,100,3.0,NZ,1698498060
388,benghazi,32.1167,20.0667,78.39,59,0,8.08,LY,1698498331
389,tsiombe,-25.3,45.4833,85.33,49,0,16.15,MG,1698498333
390,morehead city,34.7229,-76.726,70.0,84,0,9.22,US,1698498334
391,uribia,11.7139,-72.266,79.54,78,91,7.87,CO,1698498335
392,kourou,5.1552,-52.6478,89.65,63,24,9.13,GF,1698498336
393,fortuna,40.5982,-124.1573,40.35,93,100,4.61,US,1698498337
394,aketi,2.7388,23.7833,88.38,44,94,3.13,CD,1698498338
395,tonekabon,36.8163,50.8738,78.75,58,0,3.02,IR,1698498341
396,sragen,-7.4264,111.0222,81.46,67,94,10.92,ID,1698498342
397,kasongo-lunda,-6.4667,16.8167,82.6,74,91,4.41,CD,1698498344
398,pokaran,26.9167,71.9167,89.28,21,100,5.46,IN,1698498345
399,antsiranana,-12.2787,49.2917,83.52,61,4,16.24,MG,1698498350
400,cam ranh,11.9214,109.1591,82.36,89,20,10.36,VN,1698498351
401,fisterra,42.9049,-9.2629,63.75,90,100,36.26,ES,1698498352
402,ponta delgada,37.7333,-25.6667,67.19,88,75,14.97,PT,1698498069
403,kapuskasing,49.4169,-82.4331,24.89,80,75,14.97,CA,1698498354
404,ciudad melchor muzquiz,27.8833,-101.5167,69.51,89,11,5.95,MX,1698498356
405,turpan,42.9333,89.1667,62.76,34,29,3.33,CN,1698498356
406,reggane,26.7158,0.1714,97.9,12,26,5.12,DZ,1698498357
407,forster,-32.1667,152.5167,51.3,97,79,4.76,AU,1698498360
408,nova vicosa,-17.8919,-39.3719,80.31,75,100,6.69,BR,1698498361
409,happy valley-goose bay,53.3168,-60.3315,32.31,93,100,4.61,CA,1698498362
410,machico,32.7,-16.7667,75.7,75,20,5.75,PT,1698498364
411,chamonix-mont-blanc,45.9238,6.8693,58.03,64,55,6.98,FR,1698498365
412,lupane,-18.9315,27.807,100.54,8,0,7.02,ZW,1698498366
413,menongue,-14.6585,17.691,91.02,21,100,4.92,AO,1698498367
414,svetlyy,54.675,20.1347,39.36,74,100,4.18,RU,1698498368
415,roccella ionica,38.322,16.4009,74.75,49,100,13.27,IT,1698498369
416,jumla,29.2747,82.1838,50.25,90,80,1.23,NP,1698498315
417,urangan,-25.3,152.9,69.17,60,0,19.26,AU,1698498371
418,melekeok village,7.4957,134.6367,79.36,89,75,0.0,PW,1698498374
419,peace river,56.2501,-117.286,31.66,76,100,4.32,CA,1698498375
420,santa ana,33.7456,-117.8678,62.11,87,40,4.61,US,1698498139
421,caleta de carquin,-11.0925,-77.6267,67.1,84,100,8.95,PE,1698498377
422,howard springs,-12.497,131.047,85.91,81,27,8.41,AU,1698498380
423,okhotsk,59.3833,143.3,28.83,84,100,11.05,RU,1698498381
424,khandud,36.9513,72.318,42.78,43,94,1.54,AF,1698498382
425,anloga,5.7947,0.8973,83.62,70,9,8.46,GH,1698498295
426,peschiera del garda,45.4378,10.6891,70.54,55,0,3.44,IT,1698498385
427,mhamid,29.82,-5.72,85.42,18,51,8.88,MA,1698498386
428,ico,-6.4011,-38.8622,94.03,30,9,9.22,BR,1698498387
429,hefei,31.8639,117.2808,69.62,50,80,7.38,CN,1698498388
430,asino,56.9979,86.1452,24.4,88,100,8.05,RU,1698498389
431,bayville,40.9106,-73.5621,70.05,76,0,8.28,US,1698498389
432,tshikapa,-6.4167,20.8,90.37,48,66,1.43,CD,1698498391
433,newman,37.3138,-121.0208,44.29,59,100,4.43,US,1698498392
434,cabo san lucas,22.8909,-109.9124,73.51,77,0,8.05,MX,1698498393
435,nacala,-14.5428,40.6728,85.73,63,1,13.0,MZ,1698498294
436,midvagur,62.0511,-7.1939,45.43,65,75,12.66,FO,1698498394
437,madera,37.1666,-119.8343,53.08,65,81,2.95,US,1698498395
438,woolgoolga,-30.1106,153.2007,58.87,73,49,6.89,AU,1698498396
439,nouadhibou,20.931,-17.0347,82.38,54,0,9.22,MR,1698498212
440,zhumysker,49.3333,49.4,56.23,94,100,10.13,KZ,1698498398
441,mlowo,-9.0,32.9833,79.63,35,100,2.89,TZ,1698498398
442,saipan,15.1355,145.701,84.24,80,14,15.26,MP,1698498237
443,metlili chaamba,32.2667,3.6333,84.06,15,100,7.7,DZ,1698498400
444,yung shue wan,22.2333,114.1167,78.67,85,92,1.01,HK,1698498401
445,mirny,62.5353,113.9611,16.41,86,16,9.08,RU,1698498402
446,long beach,33.767,-118.1892,62.71,92,0,3.44,US,1698498403
447,takoradi,4.8845,-1.7554,82.83,71,33,7.58,GH,1698498408
448,sinabang,2.4803,96.3801,78.94,85,97,2.95,ID,1698498409
449,veliki preslav,43.1667,26.8167,78.13,38,79,5.41,BG,1698498410
450,yanam,16.7333,82.2167,78.42,76,8,4.23,IN,1698498411
451,porto novo,6.4965,2.6036,87.94,60,52,10.31,BJ,1698498412
452,lospalos,-8.5186,127.0025,72.32,93,12,4.74,TL,1698498413
453,pizzo,38.7384,16.1658,74.34,60,100,12.66,IT,1698498414
454,lodwar,3.1191,35.5973,89.92,38,59,12.39,KE,1698498419
455,karatas,36.582,35.3701,88.45,47,12,5.88,TR,1698498420
456,dwarka,22.2394,68.9678,83.82,57,100,8.01,IN,1698498421
457,ravar,31.2656,56.8055,75.22,31,0,8.5,IR,1698498423
458,goundam,16.4145,-3.6708,100.98,6,23,4.76,ML,1698498423
459,waddan,29.1614,16.139,88.0,14,100,4.36,LY,1698498425
460,tidjikja,18.5564,-11.4271,98.64,7,0,8.5,MR,1698498426
461,ujae,8.9322,165.7642,83.68,74,5,10.63,MH,1698498428
462,kurchum,48.5722,83.6542,34.05,33,21,4.99,KZ,1698498429
463,tsetserleg,47.475,101.4542,37.44,42,100,4.32,MN,1698498430
464,azul,-36.777,-59.8585,70.72,58,0,8.99,AR,1698498430
465,sibolga,1.7427,98.7792,78.04,90,52,1.12,ID,1698498431
466,strezhevoy,60.7333,77.5889,12.96,92,14,5.01,RU,1698498432
467,okeho,8.0333,3.35,89.42,48,8,3.4,NG,1698498433
468,tucuma,-0.1833,-50.05,90.48,49,0,8.39,BR,1698498434
469,rizokarpaso,35.6,34.375,76.41,62,5,7.09,CY,1698498436
470,cupira,-8.6167,-35.95,82.26,52,95,13.4,BR,1698498437
471,weno,7.4515,151.8468,80.55,89,100,0.0,FM,1698498439
472,byalynichy,53.9983,29.7126,37.49,97,100,13.24,BY,1698498440
473,mbanza-ngungu,-5.25,14.8667,88.07,46,98,4.09,CD,1698498442
474,namibe,-15.1961,12.1522,75.63,67,84,10.58,AO,1698498443
475,holualoa,19.6228,-155.9522,76.87,83,0,6.91,US,1698498445
476,bol,13.4586,14.7147,84.31,43,67,8.72,TD,1698498446
477,palikir - national government center,6.9248,158.1611,76.05,94,100,5.75,FM,1698498448
478,plettenberg bay,-34.0527,23.3716,59.4,70,26,16.28,ZA,1698498149
479,ibipora,-23.2692,-51.0481,74.12,88,100,6.91,BR,1698498449
480,vrontados,38.4089,26.1328,76.86,65,20,9.22,GR,1698498451
481,atasu,48.6814,71.6433,37.44,77,100,10.69,KZ,1698498452
482,arafat,21.3594,39.9664,95.54,29,8,12.12,SA,1698498453
483,gao,16.6362,1.637,98.55,7,79,5.75,ML,1698498454
484,swan hill,-35.3378,143.5544,58.39,28,1,6.02,AU,1698498455
485,nuuk,64.1835,-51.7216,25.41,80,20,3.44,GL,1698498456
486,viedma,-40.8135,-62.9967,68.61,27,100,23.4,AR,1698498458
487,kiunga,-6.1219,141.2906,75.24,89,100,2.55,PG,1698498459
488,srandakan,-7.9386,110.2506,79.2,80,79,4.81,ID,1698498460
489,haiku-pauwela,20.9219,-156.3051,75.04,83,100,5.01,US,1698498462
490,isiro,2.7739,27.616,77.85,75,100,1.28,CD,1698498463
491,santa terezinha,-29.9002,-50.0904,69.85,88,100,11.68,BR,1698498464
492,carbonear,47.7332,-53.2148,50.14,98,100,16.31,CA,1698498465
493,shenkursk,62.1091,42.896,27.63,65,100,9.17,RU,1698498466
494,komsomol'skiy,43.9783,46.6985,71.58,46,100,12.73,RU,1698498469
495,bikenibeu village,1.3673,173.1241,80.56,83,20,3.44,KI,1698498471
496,klyuchi,52.2667,79.1667,30.61,49,100,5.93,RU,1698498472
497,makokou,0.5738,12.8642,89.01,44,77,1.97,GA,1698498473
498,villa de san francisco,14.1667,-86.9667,71.08,96,64,4.45,HN,1698498474
499,burao,9.5221,45.5336,81.07,47,100,14.03,SO,1698498475
500,sarangani,5.4033,125.4636,82.15,76,100,6.44,PH,1698498477
501,puerto deseado,-47.7503,-65.8938,55.17,41,100,33.22,AR,1698498478
502,darwin,-12.4611,130.8418,85.98,72,0,11.5,AU,1698498479
503,lamu,-2.2717,40.902,83.52,68,56,11.27,KE,1698498480
504,reuleuet,5.2167,96.2833,80.64,79,100,1.05,ID,1698498481
505,olyokminsk,60.3736,120.4264,28.85,81,100,8.9,RU,1698498482
506,remire-montjoly,4.9167,-52.2667,89.64,62,40,9.22,GF,1698498483
507,shindand,33.3029,62.1474,77.94,22,10,7.23,AF,1698498484
508,abancay,-13.6339,-72.8814,66.78,63,100,4.29,PE,1698498485
509,birobidzhan,48.8,132.95,36.82,47,99,4.03,RU,1698498486
510,warmbad,-28.45,18.7333,79.09,14,0,12.93,NA,1698498487
511,vilcun,-38.65,-72.2333,47.57,98,100,16.98,CL,1698498487
512,nadym,65.5333,72.5167,15.04,95,40,9.6,RU,1698498490
513,kimbe,-5.5502,150.1429,75.94,93,45,3.83,PG,1698498491
514,achinsk,56.2694,90.4993,26.71,63,100,17.0,RU,1698498492
515,galliano,29.4422,-90.2992,75.2,78,0,3.44,US,1698498494
516,kapa'a,22.0752,-159.319,71.58,82,0,6.91,US,1698498495
517,santa ana de yacuma,-13.75,-65.4333,80.55,83,100,6.91,BO,1698498496
518,yeniseysk,58.4497,92.1703,26.94,70,100,14.0,RU,1698498496
519,nizhnyaya tavda,57.6731,66.1725,20.7,90,16,4.16,RU,1698498497
520,sumbawa besar,-8.5,117.4333,75.9,81,100,3.94,ID,1698498498
521,newport,51.5877,-2.9984,59.07,82,100,14.65,GB,1698498503
522,judenburg,47.1667,14.6667,53.02,66,20,2.3,AT,1698498505
523,cadale,2.7603,46.3222,83.66,70,100,9.24,SO,1698498507
524,konstantinovskiy,57.8301,39.5899,31.71,93,100,10.09,RU,1698498507
525,buguruslan,53.6554,52.442,33.85,99,100,6.6,RU,1698498509
526,san sebastian de la gomera,28.0916,-17.1133,79.16,61,0,6.91,ES,1698498511
527,vytegra,61.0064,36.4481,28.36,89,100,4.0,RU,1698498513
528,madimba,-10.4,40.3333,84.06,65,41,10.07,TZ,1698498515
529,lauro de freitas,-12.8944,-38.3272,84.22,70,40,18.41,BR,1698498516
530,xique xique,-10.8217,-42.7311,89.26,40,20,12.55,BR,1698498517
531,bahjoi,28.4,78.6167,77.27,34,100,3.4,IN,1698498519
532,karaj,35.8355,51.0103,73.63,18,0,11.5,IR,1698498520
533,kitimat,54.0524,-128.6534,34.38,58,2,1.41,CA,1698498521
534,urumqi,43.801,87.6005,47.35,57,0,2.24,CN,1698498525
535,walvis bay,-22.9575,14.5053,67.51,58,12,21.83,NA,1698498526
536,leava,-14.3,-178.1667,79.86,84,75,15.17,WF,1698498527
537,campbellton,48.0075,-66.6727,60.94,94,100,6.42,CA,1698498528
538,kyabe,9.4515,18.9449,94.57,38,7,2.93,TD,1698498530
539,baie-saint-paul,47.4411,-70.4986,67.06,93,100,8.01,CA,1698498531
540,reserva,-24.6503,-50.8506,67.68,94,100,5.46,BR,1698498533
541,copiapo,-27.3667,-70.3333,65.41,44,0,1.66,CL,1698498534
542,motygino,58.1831,94.7592,24.78,84,99,15.01,RU,1698498537
543,usinsk,65.9939,57.5281,10.08,91,16,3.0,RU,1698498538
544,karratha,-20.7377,116.8463,82.99,70,99,7.34,AU,1698498540
545,srikakulam,18.3,83.9,78.42,73,30,6.26,IN,1698498347
546,sittwe,20.15,92.9,79.99,77,6,9.51,MM,1698498542
547,los zacatones,22.95,-102.05,53.8,91,100,11.05,MX,1698498543
548,jirja,26.3383,31.8916,97.34,17,98,7.83,EG,1698498544
549,beipiao,41.7919,120.7792,49.26,29,8,3.44,CN,1698498545
550,ilheus,-14.7889,-39.0494,84.27,59,92,7.16,BR,1698498547
551,katsuren-haebaru,26.3369,127.8719,74.17,70,0,3.44,JP,1698498549
552,juliaca,-15.5,-70.1333,49.98,32,75,3.44,PE,1698498551
553,birjand,32.8663,59.2211,75.67,19,20,6.91,IR,1698498552
554,armacao de buzios,-22.7469,-41.8817,78.85,88,100,15.57,BR,1698498553
555,punta alta,-38.8759,-62.0736,76.06,28,100,9.06,AR,1698498554
556,ainaro,-8.9924,125.5082,67.12,85,76,3.31,TL,1698498555
557,murashi,59.3999,48.9615,26.71,57,100,10.16,RU,1698498556
558,novokayakent,42.3937,47.9861,66.47,70,88,9.4,RU,1698498557
559,jingdezhen,29.2947,117.2079,66.85,81,95,1.1,CN,1698498558
560,aqaba,29.5267,35.0078,94.86,21,75,11.5,JO,1698498494
561,abadan,30.3392,48.3043,89.55,20,0,6.91,IR,1698498559
562,yarega,63.4354,53.5765,20.88,89,99,5.55,RU,1698498560
563,shakawe,-18.3667,21.85,102.58,12,98,5.57,BW,1698498563
564,abashiri,44.0213,144.2697,48.34,92,100,6.89,JP,1698498469
565,shache,38.4167,77.2406,64.76,24,5,5.57,CN,1698498567
566,mount isa,-20.7333,139.5,83.97,10,5,10.36,AU,1698498568
567,redcar,54.6166,-1.06,55.53,87,82,5.01,GB,1698498569
